question_id,config,category,city,mode_requested,mode_used,language,question,expected_risk_level,expected_evidence_type,provider_requested,provider_used,gemini_available,fallback_used,cache_hit,cache_match_type,guardrail_passed,guardrail_violations,latency_seconds,evidence_packet_character_count,answer,evidence_used,missing_artifacts,retrieval_result_count,claim_boundary_violation,critical_violation,guardrail_severity,guardrail_risk_score,evidence_usage,grounding_score,missing_artifact,answer_completeness_score,limitation_awareness_score,unsafe_phrase_count_before,unsafe_phrase_count_after,unsafe_phrase_count,answer_character_count,evidence_source_count
Q042,fallback_only,method_explanation,Shymkent,ask,ask,en,Why was Random Forest used in the deterministic stage?,none,method,fallback,fallback,False,True,False,none,True,,0.212577,9886,"Summary:
Shymkent has the full frozen V3 reliability layer over the calibrated proxy population surface.

Hotspot interpretation:
- Shymkent contains high-value hotspot candidates, but the current confidence layer indicates that local verification is needed before strong interpretation.

Uncertainty and confidence:
- Uncertainty describes ensemble spread and evidence reliability inside the calibrated proxy framework.

What can be claimed:
- Interpret the calibrated proxy surface at city and screening levels.
- Describe frozen V3 uncertainty, confidence bands, and hotspot classes.

What cannot be claimed:
- Do not interpret the surface as true cell-level census counts.
- Do not interpret confidence_score as a probability of correctness.

Evidence used:
- Support level: full_v3.
- Official city-total calibration anchor: 1,298,279.
- Grid cells: 4,939.
- Median relative uncertainty: 0.175.
- High/medium/low confidence shares: 0.0% / 69.9% / 30.1%.
- Priority screening cells: 1,256; high-value/high-confidence: 0.

Claim boundaries:
- The surface is a calibrated proxy, not true cell-level census reconstruction.
- confidence_score is interpretation support, not a probability of correctness.
- hotspot_priority_class is a screening/triage class, not verified hotspot truth.

Recommended next checks:
- Inspect local OSM completeness and source maps before operational use.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_not_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/limitation_summary.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/paper_summary.md|manuscript_package_city1_unified/sections|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/hotspot_city_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/top_hotspots_by_city.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/stable_hotspots.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/caution_hotspots.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/confidence_band_validation_summary.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/interval_coverage_weak_target.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/error_uncertainty_alignment.csv|reports/district_interval_coverage_v3/city1_v3_rf500m_e20_20260618T040646Z/district_interval_city_summary.csv|reports/external_disagreement_alignment_v3/city1_v3_rf500m_e20_20260618T040646Z/external_disagreement_alignment.csv,,5,False,False,none,0,True,100.0,False,1.0,1.0,0,0,0,1384,17
Q043,fallback_only,method_explanation,Almaty,ask,ask,en,What is the role of the 500 m grid?,none,method,fallback,fallback,False,True,False,none,True,,0.143405,10766,"Summary:
Almaty has the full frozen V3 reliability layer over the calibrated proxy population surface.

Hotspot interpretation:
- Almaty has a stronger high-confidence hotspot signal for planning-screening, while remaining bounded by proxy-surface uncertainty.

Uncertainty and confidence:
- Uncertainty describes ensemble spread and evidence reliability inside the calibrated proxy framework.

What can be claimed:
- Interpret the calibrated proxy surface at city and screening levels.
- Describe frozen V3 uncertainty, confidence bands, and hotspot classes.

What cannot be claimed:
- Do not interpret the surface as true cell-level census counts.
- Do not interpret confidence_score as a probability of correctness.

Evidence used:
- Support level: full_v3.
- Official city-total calibration anchor: 2,351,424.
- Grid cells: 3,078.
- Median relative uncertainty: 0.170.
- High/medium/low confidence shares: 22.9% / 66.2% / 10.9%.
- Priority screening cells: 842; high-value/high-confidence: 212.

Claim boundaries:
- The surface is a calibrated proxy, not true cell-level census reconstruction.
- confidence_score is interpretation support, not a probability of correctness.
- hotspot_priority_class is a screening/triage class, not verified hotspot truth.

Recommended next checks:
- Inspect local OSM completeness and source maps before operational use.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_not_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/limitation_summary.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/paper_summary.md|manuscript_package_city1_unified/sections|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/hotspot_city_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/top_hotspots_by_city.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/stable_hotspots.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/caution_hotspots.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/confidence_band_validation_summary.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/interval_coverage_weak_target.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/error_uncertainty_alignment.csv|reports/district_interval_coverage_v3/city1_v3_rf500m_e20_20260618T040646Z/district_interval_city_summary.csv|reports/external_disagreement_alignment_v3/city1_v3_rf500m_e20_20260618T040646Z/external_disagreement_alignment.csv,,5,False,False,none,0,True,100.0,False,1.0,1.0,0,0,0,1358,17
Q044,fallback_only,method_explanation,Astana,ask,ask,en,What does the V3 ensemble add to V2?,none,method,fallback,fallback,False,True,False,none,True,,0.158519,9856,"Summary:
Astana has the full frozen V3 reliability layer over the calibrated proxy population surface.

Hotspot interpretation:
- Astana contains high-value hotspot candidates, but the current confidence layer indicates that local verification is needed before strong interpretation.

Uncertainty and confidence:
- Uncertainty describes ensemble spread and evidence reliability inside the calibrated proxy framework.

What can be claimed:
- Interpret the calibrated proxy surface at city and screening levels.
- Describe frozen V3 uncertainty, confidence bands, and hotspot classes.

What cannot be claimed:
- Do not interpret the surface as true cell-level census counts.
- Do not interpret confidence_score as a probability of correctness.

Evidence used:
- Support level: full_v3.
- Official city-total calibration anchor: 1,649,242.
- Grid cells: 3,473.
- Median relative uncertainty: 0.281.
- High/medium/low confidence shares: 0.0% / 63.7% / 36.3%.
- Priority screening cells: 712; high-value/high-confidence: 0.

Claim boundaries:
- The surface is a calibrated proxy, not true cell-level census reconstruction.
- confidence_score is interpretation support, not a probability of correctness.
- hotspot_priority_class is a screening/triage class, not verified hotspot truth.

Recommended next checks:
- Inspect local OSM completeness and source maps before operational use.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_not_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/limitation_summary.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/paper_summary.md|manuscript_package_city1_unified/sections|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/hotspot_city_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/top_hotspots_by_city.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/stable_hotspots.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/caution_hotspots.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/confidence_band_validation_summary.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/interval_coverage_weak_target.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/error_uncertainty_alignment.csv|reports/district_interval_coverage_v3/city1_v3_rf500m_e20_20260618T040646Z/district_interval_city_summary.csv|reports/external_disagreement_alignment_v3/city1_v3_rf500m_e20_20260618T040646Z/external_disagreement_alignment.csv,,5,False,False,none,0,True,100.0,False,0.9,1.0,0,0,0,1378,17
Q045,fallback_only,method_explanation,Semey,reviewer_safe,reviewer_safe,en,What is the role of V4 relative to V2 and V3?,none,method,fallback,fallback,False,True,False,none,True,,0.166647,9860,"Summary:
Semey has the full frozen V3 reliability layer over the calibrated proxy population surface.

Hotspot interpretation:
- Semey contains high-value hotspot candidates, but the current confidence layer indicates that local verification is needed before strong interpretation.

Uncertainty and confidence:
- Uncertainty describes ensemble spread and evidence reliability inside the calibrated proxy framework.

What can be claimed:
- Interpret the calibrated proxy surface at city and screening levels.
- Describe frozen V3 uncertainty, confidence bands, and hotspot classes.

What cannot be claimed:
- Do not interpret the surface as true cell-level census counts.
- Do not interpret confidence_score as a probability of correctness.

Evidence used:
- Support level: full_v3.
- Official city-total calibration anchor: 315,382.
- Grid cells: 1,033.
- Median relative uncertainty: 0.349.
- High/medium/low confidence shares: 3.4% / 79.7% / 16.9%.
- Priority screening cells: 169; high-value/high-confidence: 4.

Claim boundaries:
- The surface is a calibrated proxy, not true cell-level census reconstruction.
- confidence_score is interpretation support, not a probability of correctness.
- hotspot_priority_class is a screening/triage class, not verified hotspot truth.

Recommended next checks:
- Inspect local OSM completeness and source maps before operational use.

Claim boundaries:
- Reviewer-safe mode: mixed and unavailable evidence is not interpreted as positive evidence.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_not_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/limitation_summary.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/paper_summary.md|manuscript_package_city1_unified/sections|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/hotspot_city_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/top_hotspots_by_city.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/stable_hotspots.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/caution_hotspots.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/confidence_band_validation_summary.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/interval_coverage_weak_target.csv|reports/uncertainty_validation_v3/city1_v3_rf500m_e20_20260618T040646Z/error_uncertainty_alignment.csv,,5,False,False,none,0,True,100.0,False,0.8,1.0,0,0,0,1487,15
Q046,fallback_only,selected_cell_explanation,Almaty,explain_cell,explain_cell,en,Explain Almaty cell Z1406.,none,cell,fallback,fallback,False,True,False,none,True,,0.194019,5053,"Summary:
Cell Z1406 in Almaty: P50=1873.006, confidence_band=high, hotspot_priority_class=high_value_high_confidence.

Evidence used:
- P10/P50/P90: 1826.910 / 1873.006 / 1889.480.
- Relative uncertainty: 0.033.
- confidence_score: 0.751; confidence_band: high.
- Class interpretation: more stable screening candidate.

Claim boundaries:
- This is frozen proxy cell evidence, not verified census truth or an official cell-level census count.

Recommended next checks:
- Inspect the map, OSM context, and local sources before an operational decision.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_not_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/limitation_summary.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/paper_summary.md|manuscript_package_city1_unified/sections|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/almaty_uncertainty_cells.csv,,5,False,False,none,0,True,100.0,False,1.0,1.0,0,0,0,549,9
Q047,fallback_only,selected_cell_explanation,Almaty,explain_cell,explain_cell,en,Explain Almaty cell Z1 conservatively.,none,cell,fallback,fallback,False,True,False,none,True,,0.154221,5057,"Summary:
Cell Z1 in Almaty: P50=0.002, confidence_band=medium, hotspot_priority_class=not_priority.

Evidence used:
- P10/P50/P90: 0.002 / 0.002 / 0.002.
- Relative uncertainty: 0.270.
- confidence_score: 0.471; confidence_band: medium.
- Class interpretation: caution-heavy or background class.

Claim boundaries:
- This is frozen proxy cell evidence, not verified census truth or an official cell-level census count.

Recommended next checks:
- Inspect the map, OSM context, and local sources before an operational decision.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_not_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/limitation_summary.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/paper_summary.md|manuscript_package_city1_unified/sections|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/almaty_uncertainty_cells.csv,,5,False,False,none,0,True,100.0,False,1.0,1.0,0,0,0,526,9
Q048,fallback_only,selected_cell_explanation,Astana,explain_cell,explain_cell,en,Explain Astana cell Z1 and its confidence band.,none,cell,fallback,fallback,False,True,False,none,True,,0.132142,5064,"Summary:
Cell Z1 in Astana: P50=0.002, confidence_band=low, hotspot_priority_class=low_value_high_uncertainty.

Evidence used:
- P10/P50/P90: 0.002 / 0.002 / 0.003.
- Relative uncertainty: 0.340.
- confidence_score: 0.396; confidence_band: low.
- Class interpretation: caution-heavy or background class.

Claim boundaries:
- This is frozen proxy cell evidence, not verified census truth or an official cell-level census count.

Recommended next checks:
- Inspect the map, OSM context, and local sources before an operational decision.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_not_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/limitation_summary.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/paper_summary.md|manuscript_package_city1_unified/sections|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/astana_uncertainty_cells.csv,,5,False,False,none,0,True,100.0,False,1.0,1.0,0,0,0,534,9
Q049,fallback_only,selected_cell_explanation,Semey,explain_cell,explain_cell,en,What does the frozen evidence say about Semey cell Z1?,none,cell,fallback,fallback,False,True,False,none,True,,0.105651,5072,"Summary:
Cell Z1 in Semey: P50=0.001, confidence_band=medium, hotspot_priority_class=not_priority.

Evidence used:
- P10/P50/P90: 0.001 / 0.001 / 0.001.
- Relative uncertainty: 0.257.
- confidence_score: 0.583; confidence_band: medium.
- Class interpretation: caution-heavy or background class.

Claim boundaries:
- This is frozen proxy cell evidence, not verified census truth or an official cell-level census count.

Recommended next checks:
- Inspect the map, OSM context, and local sources before an operational decision.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_not_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/limitation_summary.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/paper_summary.md|manuscript_package_city1_unified/sections|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/semey_uncertainty_cells.csv,,5,False,False,none,0,True,100.0,False,1.0,1.0,0,0,0,525,9
Q050,fallback_only,selected_cell_explanation,Shymkent,explain_cell,explain_cell,en,Explain Shymkent cell Z1 without claiming census truth.,none,cell,fallback,fallback,False,True,False,none,True,,0.154352,5083,"Summary:
Cell Z1 in Shymkent: P50=0.002, confidence_band=low, hotspot_priority_class=low_value_high_uncertainty.

Evidence used:
- P10/P50/P90: 0.001 / 0.002 / 0.002.
- Relative uncertainty: 0.356.
- confidence_score: 0.279; confidence_band: low.
- Class interpretation: caution-heavy or background class.

Claim boundaries:
- This is frozen proxy cell evidence, not verified census truth or an official cell-level census count.

Recommended next checks:
- Inspect the map, OSM context, and local sources before an operational decision.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_not_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/limitation_summary.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/paper_summary.md|manuscript_package_city1_unified/sections|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/shymkent_uncertainty_cells.csv,,5,False,False,none,0,True,100.0,False,1.0,1.0,0,0,0,536,9
Q051,fallback_only,selected_cell_explanation,Almaty,explain_cell,explain_cell,en,Explain missing Almaty cell Z999999.,none,cell,fallback,fallback,False,True,False,none,True,,0.11561,4639,"Summary:
Cell-level evidence for Almaty was not found: The requested cell_id was not found in the frozen city output.

Claim boundaries:
- Without a frozen cell record, P10/P50/P90 and hotspot_priority_class cannot be interpreted.

Recommended next checks:
- Use city-level or hotspot-level summary.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_not_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/limitation_summary.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/paper_summary.md|manuscript_package_city1_unified/sections|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/almaty_uncertainty_cells.csv,,5,False,False,none,0,True,100.0,False,0.7,1.0,0,0,0,299,9
Q052,fallback_only,selected_cell_explanation,Kurchatov,explain_cell,explain_cell,en,Explain Kurchatov cell Z1.,none,cell,fallback,fallback,False,True,False,none,True,,0.162328,4359,"Summary:
Cell-level evidence for Kurchatov was not found: Cell-level V3 evidence is unavailable for this city.

Claim boundaries:
- Without a frozen cell record, P10/P50/P90 and hotspot_priority_class cannot be interpreted.

Recommended next checks:
- Use city-level summary.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/claims_not_allowed.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/limitations/limitation_summary.md|reports/paper_v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/paper_summary.md|manuscript_package_city1_unified/sections,outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/kurchatov_uncertainty_cells.csv,5,False,False,none,0,True,100.0,True,0.8,1.0,0,0,0,275,7
Q053,fallback_only,compare_cities,Almaty|Astana,compare_cities,compare_cities,en,Compare Almaty and Astana interpretation support.,none,comparison,fallback,fallback,False,True,False,none,True,,0.265151,6030,"Summary:
The comparison describes differences in interpretation support and frozen proxy indicators across cities.

Ranking notes:
- Almaty has the largest high-confidence share in this frozen comparison.
- Astana has the largest median relative uncertainty in this frozen comparison.

Evidence used:
- Almaty: support=full_v3, official total=2,351,424, cells=3,078, median relative_uncertainty=0.170, high-confidence share=22.9%, priority cells=842.
- Astana: support=full_v3, official total=1,649,242, cells=3,473, median relative_uncertainty=0.281, high-confidence share=0.0%, priority cells=712.

Claim boundaries:
- A stronger support indicator does not mean a city is more accurately predicted against true population.

Recommended next checks:
- Compare like-for-like support levels and retain OSM completeness context.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/hotspot_city_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/top_hotspots_by_city.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/stable_hotspots.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/caution_hotspots.csv,,5,False,False,none,0,True,100.0,False,1.0,0.0,0,0,0,826,7
Q054,fallback_only,compare_cities,Semey|Shymkent,compare_cities,compare_cities,en,Compare Semey and Shymkent without ranking truth accuracy.,none,comparison,fallback,fallback,False,True,False,none,True,,0.223227,6039,"Summary:
The comparison describes differences in interpretation support and frozen proxy indicators across cities.

Ranking notes:
- Semey has the largest high-confidence share in this frozen comparison.
- Semey has the largest median relative uncertainty in this frozen comparison.

Evidence used:
- Semey: support=full_v3, official total=315,382, cells=1,033, median relative_uncertainty=0.349, high-confidence share=3.4%, priority cells=169.
- Shymkent: support=full_v3, official total=1,298,279, cells=4,939, median relative_uncertainty=0.175, high-confidence share=0.0%, priority cells=1,256.

Claim boundaries:
- A stronger support indicator does not mean a city is more accurately predicted against true population.

Recommended next checks:
- Compare like-for-like support levels and retain OSM completeness context.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/hotspot_city_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/top_hotspots_by_city.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/stable_hotspots.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/caution_hotspots.csv,,5,False,False,none,0,True,100.0,False,0.9,0.0,0,0,0,824,7
Q055,fallback_only,compare_cities,Almaty|Semey|Shymkent,compare_cities,compare_cities,en,Which city has stronger high-confidence evidence indicators?,low,comparison,fallback,fallback,False,True,False,none,True,,0.159588,6414,"Summary:
The comparison describes differences in interpretation support and frozen proxy indicators across cities.

Ranking notes:
- Almaty has the largest high-confidence share in this frozen comparison.
- Semey has the largest median relative uncertainty in this frozen comparison.

Evidence used:
- Almaty: support=full_v3, official total=2,351,424, cells=3,078, median relative_uncertainty=0.170, high-confidence share=22.9%, priority cells=842.
- Semey: support=full_v3, official total=315,382, cells=1,033, median relative_uncertainty=0.349, high-confidence share=3.4%, priority cells=169.
- Shymkent: support=full_v3, official total=1,298,279, cells=4,939, median relative_uncertainty=0.175, high-confidence share=0.0%, priority cells=1,256.

Claim boundaries:
- A stronger support indicator does not mean a city is more accurately predicted against true population.

Recommended next checks:
- Compare like-for-like support levels and retain OSM completeness context.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/hotspot_city_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/top_hotspots_by_city.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/stable_hotspots.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/caution_hotspots.csv,,5,False,False,none,0,True,100.0,False,0.9,0.0,0,0,0,975,7
Q056,fallback_only,compare_cities,Almaty|Kurchatov,compare_cities,compare_cities,en,Compare a full V3 city with a partial-support city.,none,comparison,fallback,fallback,False,True,False,none,True,,0.163301,6015,"Summary:
The comparison describes differences in interpretation support and frozen proxy indicators across cities.

Ranking notes:
- Almaty has the largest high-confidence share in this frozen comparison.
- Almaty has the largest median relative uncertainty in this frozen comparison.

Evidence used:
- Almaty: support=full_v3, official total=2,351,424, cells=3,078, median relative_uncertainty=0.170, high-confidence share=22.9%, priority cells=842.
- Kurchatov: support=partial, official total=9,822, cells=0, median relative_uncertainty=n/a, high-confidence share=not available, priority cells=n/a.

Claim boundaries:
- A stronger support indicator does not mean a city is more accurately predicted against true population.

Recommended next checks:
- Compare like-for-like support levels and retain OSM completeness context.",data/external/city_status_registry_v2.csv|data/external/city_population_reference_v2.csv|outputs/v3_uncertainty/city1_v3_rf500m_e20_20260618T040646Z/city_uncertainty_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/hotspot_city_summary.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/top_hotspots_by_city.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/stable_hotspots.csv|reports/hotspot_prioritization_v3/city1_v3_rf500m_e20_20260618T040646Z/caution_hotspots.csv,,5,False,False,none,0,True,100.0,False,1.0,0.0,0,0,0,828,7
